,Date (Year/Month), PRIMARY DESCRIPTION,LATITUDE,LONGITUDE
51391,2019-08,BATTERY,41.757864871,-87.610243425
51392,2019-08,THEFT,41.757864985,-87.61991931
51395,2019-08,ASSAULT,41.757864985,-87.61991931
51399,2019-08,CRIMINAL DAMAGE,41.757865688,-87.556553285
51413,2019-08,INTERFERENCE WITH PUBLIC OFFICER,41.7578961,-87.61830265200001
51418,2019-08,THEFT,41.757916791,-87.60412943700001
51480,2019-08,THEFT,41.75801796,-87.611458525
51482,2019-08,THEFT,41.758020445999996,-87.599290311
51527,2019-08,THEFT,41.758070153,-87.60537750700001
51542,2019-08,CRIMINAL DAMAGE,41.758078549000004,-87.55922258700001
51557,2019-08,NARCOTICS,41.758090276,-87.63379663299999
51572,2019-08,NARCOTICS,41.758091680999996,-87.633576711
51583,2019-08,CRIMINAL DAMAGE,41.758099309,-87.562718859
51591,2019-08,BURGLARY,41.758105826,-87.605377104
51594,2019-08,CRIMINAL DAMAGE,41.75810776,-87.63261260799999
51616,2019-08,BURGLARY,41.758125035,-87.605376887
51639,2019-08,BATTERY,41.758139041,-87.63054513700001
51641,2019-08,INTERFERENCE WITH PUBLIC OFFICER,41.758140253,-87.565144678
51642,2019-08,BATTERY,41.758140253,-87.565144678
51653,2019-08,BATTERY,41.758150025999996,-87.589568929
51656,2019-08,MOTOR VEHICLE THEFT,41.758150025999996,-87.589568929
51672,2019-08,WEAPONS VIOLATION,41.758165505,-87.58224583399999
51680,2019-08,BATTERY,41.758172871,-87.62845198
51694,2019-08,THEFT,41.758174759,-87.54993401600001
51697,2019-08,NARCOTICS,41.758174759,-87.54993401600001
51698,2019-08,OTHER OFFENSE,41.758174759,-87.54993401600001
51730,2019-08,ASSAULT,41.758201881,-87.55473133
51744,2019-08,THEFT,41.758214815,-87.62411933799999
51820,2019-08,DECEPTIVE PRACTICE,41.758273773,-87.554811094
51826,2019-08,THEFT,41.758275426,-87.62238139799999
51850,2019-08,OTHER OFFENSE,41.758280098,-87.62224940200001
51873,2019-08,MOTOR VEHICLE THEFT,41.758304581,-87.62088570200001
51912,2019-08,THEFT,41.758331911999996,-87.65394127100001
51932,2019-08,THEFT,41.75834841,-87.554890825
51947,2019-08,BATTERY,41.758361509000004,-87.617681742
51949,2019-08,NARCOTICS,41.758361509000004,-87.617681742
51964,2019-08,ASSAULT,41.758363979,-87.617637733
51967,2019-08,BATTERY,41.758365623,-87.561509844
51969,2019-08,BURGLARY,41.758365623,-87.561509844
51979,2019-08,MOTOR VEHICLE THEFT,41.758380026,-87.57980235299999
51998,2019-08,ROBBERY,41.758401014,-87.565152564
51999,2019-08,THEFT,41.758402556,-87.576133289
52004,2019-08,BATTERY,41.758414395,-87.61472338700001
52026,2019-08,THEFT,41.758420277,-87.554966924
52027,2019-08,SEX OFFENSE,41.758420679000004,-87.61441178
52035,2019-08,OTHER OFFENSE,41.758424626,-87.624765758
52043,2019-08,INTERFERENCE WITH PUBLIC OFFICER,41.758432859,-87.624765668
52048,2019-08,BATTERY,41.758435668000004,-87.57491240899999
52058,2019-08,ROBBERY,41.758453725,-87.55829079899999
52060,2019-08,CRIMINAL DAMAGE,41.758457304000004,-87.61237355200001
52074,2019-08,WEAPONS VIOLATION,41.758480043,-87.57125041200001
52083,2019-08,BATTERY,41.758491683,-87.56393832100001
52107,2019-08,THEFT,41.758526554,-87.60855003
52117,2019-08,BATTERY,41.758528974,-87.60849869100001
52121,2019-08,THEFT,41.758529857,-87.566364189
52139,2019-08,DECEPTIVE PRACTICE,41.758536614,-87.586130225
52147,2019-08,THEFT,41.758536614,-87.586130225
52148,2019-08,THEFT,41.758536614,-87.586130225
52154,2019-08,NARCOTICS,41.758544333,-87.60745395100001
52161,2019-08,BATTERY,41.758547864,-87.555976962
52162,2019-08,ASSAULT,41.758549218,-87.565154461
52166,2019-08,INTERFERENCE WITH PUBLIC OFFICER,41.758549218,-87.565154461
52189,2019-08,WEAPONS VIOLATION,41.758569058,-87.60615621
52196,2019-08,DECEPTIVE PRACTICE,41.758579620999996,-87.56272777299999
52202,2019-08,DECEPTIVE PRACTICE,41.75858693,-87.605078455
52203,2019-08,DECEPTIVE PRACTICE,41.75858693,-87.605078455
52208,2019-08,NARCOTICS,41.758602559,-87.60364887
52219,2019-08,OTHER OFFENSE,41.758617623,-87.55736521
52228,2019-08,OFFENSE INVOLVING CHILDREN,41.758626475999996,-87.601368875
52229,2019-08,CRIMINAL DAMAGE,41.758635906,-87.70998199799999
52233,2019-08,ROBBERY,41.758638668,-87.651522697
52239,2019-08,ROBBERY,41.758654463,-87.65604899899999
52272,2019-08,BATTERY,41.758705721,-87.59275119600001
52286,2019-08,OTHER OFFENSE,41.758717741999995,-87.591636851
52293,2019-08,ROBBERY,41.758726843000005,-87.59049688299999
52300,2019-08,WEAPONS VIOLATION,41.75873008,-87.59014865600001
52307,2019-08,BATTERY,41.758738566,-87.680535068
52311,2019-08,BATTERY,41.758750605,-87.587810049
52314,2019-08,BURGLARY,41.75875185,-87.58757913
52315,2019-08,WEAPONS VIOLATION,41.758752088,-87.58761577899999
52323,2019-08,WEAPONS VIOLATION,41.75875484,-87.587194254
52330,2019-08,NARCOTICS,41.758756084,-87.58696333399999
52331,2019-08,ASSAULT,41.75875809,-87.586849691
52334,2019-08,CRIMINAL DAMAGE,41.758763264,-87.680534818
52335,2019-08,BATTERY,41.758770938000005,-87.585449452
52340,2019-08,DECEPTIVE PRACTICE,41.758772250999996,-87.585229528
52346,2019-08,THEFT,41.758774136,-87.58509756
52348,2019-08,BATTERY,41.758774136,-87.58509756
52349,2019-08,CRIMINAL DAMAGE,41.758774136,-87.58509756
52362,2019-08,WEAPONS VIOLATION,41.758787644,-87.711142388
52364,2019-08,THEFT,41.758789535,-87.71098476799999
52366,2019-08,ASSAULT,41.758790726,-87.680538204
52367,2019-08,CRIMINAL DAMAGE,41.758793196,-87.71064753700001
52369,2019-08,BATTERY,41.758798044,-87.582872531
52373,2019-08,OTHER OFFENSE,41.758798044,-87.582872531
52378,2019-08,BATTERY,41.758804446999996,-87.680538065
52379,2019-08,BURGLARY,41.758811048000005,-87.581923103
52384,2019-08,NARCOTICS,41.758815636,-87.581365946
52388,2019-08,MOTOR VEHICLE THEFT,41.758831582,-87.70811453200001
52393,2019-08,NARCOTICS,41.758856155,-87.559774011
52403,2019-08,THEFT,41.758866805,-87.577036792
52434,2019-08,ASSAULT,41.758873895,-87.576446617
52441,2019-08,CRIMINAL DAMAGE,41.758888273000004,-87.681768714
52446,2019-08,BATTERY,41.758896441,-87.574456169
52478,2019-08,THEFT,41.758953628,-87.649107679
52488,2019-08,NARCOTICS,41.758958799,-87.626390884
52499,2019-08,THEFT,41.758970818,-87.624778076
52510,2019-08,DECEPTIVE PRACTICE,41.758979264000004,-87.56708820600001
52516,2019-08,BATTERY,41.758979264000004,-87.56708820600001
52531,2019-08,CRIMINAL DAMAGE,41.75899486,-87.56572457799999
52544,2019-08,ROBBERY,41.759003631999995,-87.564984109
52563,2019-08,THEFT,41.759012808,-87.560215615
52590,2019-08,THEFT,41.759030974,-87.66363196
52599,2019-08,BATTERY,41.759036773000005,-87.633298885
52601,2019-08,THEFT,41.759036773000005,-87.633298885
52602,2019-08,BATTERY,41.759036773000005,-87.633298885
52614,2019-08,BATTERY,41.759055112,-87.634508195
52627,2019-08,BATTERY,41.759060583,-87.560790474
52653,2019-08,BATTERY,41.759073169000004,-87.63206699
52682,2019-08,NARCOTICS,41.759104094,-87.557879804
52687,2019-08,BATTERY,41.759120724,-87.626392771
52701,2019-08,THEFT,41.759162013,-87.68310007299999
52733,2019-08,OTHER OFFENSE,41.759204186,-87.633300731
52745,2019-08,BATTERY,41.759233594,-87.649115701
52757,2019-08,ASSAULT,41.759242785,-87.588379786
52765,2019-08,ASSAULT,41.759265871,-87.643042136
52783,2019-08,CRIMINAL DAMAGE,41.759292223,-87.64790189899999
52796,2019-08,BATTERY,41.75929907,-87.61269399700001
52820,2019-08,WEAPONS VIOLATION,41.75931744,-87.632071661
52822,2019-08,THEFT,41.759318798,-87.61672548700001
52838,2019-08,ASSAULT,41.759327126,-87.586154041
52845,2019-08,ASSAULT,41.759327126,-87.586154041
52860,2019-08,BURGLARY,41.759333204,-87.633306659
52885,2019-08,OTHER OFFENSE,41.759355486,-87.55812601
52897,2019-08,THEFT,41.759362853,-87.641827917
52898,2019-08,BATTERY,41.759364472,-87.61833033399999
52900,2019-08,BATTERY,41.759364581,-87.64669161399999
52924,2019-08,OTHER OFFENSE,41.75937203,-87.64426884
52941,2019-08,MOTOR VEHICLE THEFT,41.759386759,-87.669137056
52942,2019-08,BATTERY,41.759386759,-87.669137056
52954,2019-08,MOTOR VEHICLE THEFT,41.759401993000004,-87.63694911799999
52955,2019-08,BATTERY,41.759401993000004,-87.63694911799999
52956,2019-08,BATTERY,41.759401993000004,-87.63694911799999
52968,2019-08,BATTERY,41.759402215,-87.64426851700001
52979,2019-08,THEFT,41.759408018,-87.63207434
52986,2019-08,ROBBERY,41.759414985999996,-87.61148685100001
52987,2019-08,WEAPONS VIOLATION,41.759418176,-87.62478415
53001,2019-08,CRIMINAL DAMAGE,41.759435838,-87.665295418
53018,2019-08,CRIMINAL DAMAGE,41.759453403,-87.61148642
53019,2019-08,BURGLARY,41.759453403,-87.61148642
53024,2019-08,WEAPONS VIOLATION,41.759457709,-87.558227405
53027,2019-08,GAMBLING,41.759457709,-87.558227405
53038,2019-08,BATTERY,41.75946311,-87.613909008
53044,2019-08,BURGLARY,41.759469069,-87.596660516
53049,2019-08,ROBBERY,41.759482554,-87.558249097
53056,2019-08,THEFT,41.75949824,-87.640613281
53059,2019-08,BATTERY,41.759501356,-87.630731859
53060,2019-08,CRIMINAL TRESPASS,41.759501356,-87.630731859
53066,2019-08,BATTERY,41.759502946,-87.60541995700001
53075,2019-08,CRIMINAL DAMAGE,41.759519434,-87.60542343600001
53078,2019-08,CRIMINAL DAMAGE,41.759527516999995,-87.611489255
53080,2019-08,CRIM SEXUAL ASSAULT,41.759533974,-87.615147055
53084,2019-08,OFFENSE INVOLVING CHILDREN,41.759535438,-87.60665109799999
53087,2019-08,ASSAULT,41.75953968,-87.657711025
53091,2019-08,BATTERY,41.759543342,-87.612698595
53095,2019-08,THEFT,41.759546446,-87.621561024
53120,2019-08,ROBBERY,41.75957828,-87.65494705200001
53121,2019-08,CRIMINAL DAMAGE,41.759578644,-87.56315198
53124,2019-08,WEAPONS VIOLATION,41.759580634,-87.654881054
53128,2019-08,THEFT,41.759586748000004,-87.564771902
53133,2019-08,ASSAULT,41.759593809,-87.604169095
53153,2019-08,MOTOR VEHICLE THEFT,41.759609622,-87.558372185
53177,2019-08,BATTERY,41.759628195,-87.60786690100001
53203,2019-08,WEAPONS VIOLATION,41.759643546,-87.65067639200001
53211,2019-08,ASSAULT,41.759655503000005,-87.56315472600001
53220,2019-08,BATTERY,41.759663864000004,-87.587718844
53224,2019-08,BATTERY,41.759664125,-87.587759158
53225,2019-08,BATTERY,41.759664125,-87.587759158
53229,2019-08,THEFT,41.759667923,-87.604171921
53230,2019-08,THEFT,41.759667923,-87.604171921
53244,2019-08,BATTERY,41.759679582,-87.55897976799999
53246,2019-08,WEAPONS VIOLATION,41.759680436,-87.59325311799999
53261,2019-08,NARCOTICS,41.759691567,-87.58480468100001
53262,2019-08,THEFT,41.759691569,-87.61270426700001
53263,2019-08,NARCOTICS,41.759692585,-87.58960976
53264,2019-08,THEFT,41.759692974000004,-87.58459941299999
53280,2019-08,CRIMINAL DAMAGE,41.759707381,-87.61391361
53282,2019-08,CRIMINAL DAMAGE,41.759707381,-87.61391361
53296,2019-08,BATTERY,41.759722788000005,-87.574919245
53298,2019-08,THEFT,41.759723669,-87.579222192
53300,2019-08,THEFT,41.759727243,-87.612703868
53306,2019-08,BATTERY,41.75973738,-87.60907885700001
53313,2019-08,NARCOTICS,41.759747467,-87.589609126
53344,2019-08,ASSAULT,41.759785902,-87.574918502
53345,2019-08,BATTERY,41.759785902,-87.574918502
53346,2019-08,THEFT,41.759785902,-87.574918502
53359,2019-08,BATTERY,41.759810542,-87.64006747
53375,2019-08,THEFT,41.759830214000004,-87.638780765
53393,2019-08,BURGLARY,41.759851732,-87.701459569
53399,2019-08,THEFT,41.759857028,-87.605430616
53401,2019-08,WEAPONS VIOLATION,41.759864565,-87.562001348
53402,2019-08,THEFT,41.759864565,-87.562001348
53412,2019-08,THEFT,41.759873917,-87.57245810299999
53434,2019-08,ROBBERY,41.759893323,-87.69656607799999
53435,2019-08,NARCOTICS,41.759894934,-87.59204479600001
53449,2019-08,BATTERY,41.759909984000004,-87.633835514
53457,2019-08,BATTERY,41.759910207,-87.633872164
53464,2019-08,BATTERY,41.759912394000004,-87.63378050899999
53467,2019-08,THEFT,41.759912394000004,-87.63378050899999
53479,2019-08,CRIMINAL DAMAGE,41.759929523000004,-87.57922711200001
53506,2019-08,BATTERY,41.759969049,-87.59204760799999
53512,2019-08,ASSAULT,41.759978626,-87.602969874
53513,2019-08,THEFT,41.759983683,-87.70249920200001
53560,2019-08,BATTERY,41.760045188,-87.558256988
53561,2019-08,BATTERY,41.760046662,-87.57368024899999
53562,2019-08,BATTERY,41.760050787,-87.55664788600001
53565,2019-08,THEFT,41.760062371,-87.592050199
53610,2019-08,DECEPTIVE PRACTICE,41.760081493,-87.561203395
53617,2019-08,BATTERY,41.760087548,-87.56210496899999
53633,2019-08,ASSAULT,41.760103138000005,-87.662074081
53648,2019-08,BURGLARY,41.760112391,-87.68179664799999
53652,2019-08,NARCOTICS,41.760114391,-87.658841222
53655,2019-08,CRIMINAL DAMAGE,41.760119631,-87.560345274
53660,2019-08,CRIMINAL DAMAGE,41.760122773,-87.621122157
53665,2019-08,CRIMINAL DAMAGE,41.760126869000004,-87.686788563
53701,2019-08,BURGLARY,41.76015578,-87.556752911
53740,2019-08,ROBBERY,41.76016295,-87.56639972100001
53742,2019-08,HOMICIDE,41.760165287,-87.68678817799999
53743,2019-08,BATTERY,41.760165287,-87.68678817799999
53751,2019-08,CRIMINAL TRESPASS,41.760173797,-87.56023833200001
53754,2019-08,BATTERY,41.760178421999996,-87.56215152899999
53756,2019-08,BATTERY,41.760178421999996,-87.56215152899999
53757,2019-08,ASSAULT,41.760178421999996,-87.56215152899999
53772,2019-08,ASSAULT,41.760194127,-87.690460466
53774,2019-08,DECEPTIVE PRACTICE,41.76019768,-87.562158629
53783,2019-08,NARCOTICS,41.760201543,-87.56478289200001
53785,2019-08,NARCOTICS,41.760201543,-87.56478289200001
53803,2019-08,DECEPTIVE PRACTICE,41.760217370999996,-87.570038654
53804,2019-08,NARCOTICS,41.760217675999996,-87.61608506399999
53812,2019-08,OTHER OFFENSE,41.760220191,-87.68679129200001
53814,2019-08,OTHER OFFENSE,41.760220191,-87.68679129200001
53824,2019-08,THEFT,41.76022697,-87.68312964
53826,2019-08,BURGLARY,41.76022697,-87.68312964
53827,2019-08,THEFT,41.76022697,-87.68312964
53846,2019-08,ASSAULT,41.760249046999995,-87.688018861
53860,2019-08,OTHER OFFENSE,41.760267425,-87.561102205
53864,2019-08,ASSAULT,41.760272016,-87.562194391
53881,2019-08,ASSAULT,41.760276411,-87.685566533
53890,2019-08,ASSAULT,41.760286788,-87.56316916899999
53914,2019-08,BURGLARY,41.760307307,-87.611117656
53929,2019-08,BURGLARY,41.760327809,-87.70269742100001
53935,2019-08,BATTERY,41.760329375,-87.609827241
53938,2019-08,BATTERY,41.760330364,-87.56640139299999
53965,2019-08,OTHER OFFENSE,41.760343536,-87.666125346
53971,2019-08,THEFT,41.760348522,-87.576172721
54009,2019-08,WEAPONS VIOLATION,41.760397513,-87.661260991
54011,2019-08,THEFT,41.760404596,-87.68057682700001
54021,2019-08,BATTERY,41.76040807,-87.55753789799999
54047,2019-08,BATTERY,41.760427662,-87.659380399
54048,2019-08,BATTERY,41.760428725,-87.68435179999999
54090,2019-08,BATTERY,41.760483025999996,-87.65572922
54093,2019-08,ASSAULT,41.760484408,-87.655498294
54102,2019-08,THEFT,41.760488924,-87.655333309
54106,2019-08,BATTERY,41.760489745,-87.564790449
54116,2019-08,WEAPONS VIOLATION,41.760493026999995,-87.655098689
54134,2019-08,WEAPONS VIOLATION,41.760532530999996,-87.65157229
54182,2019-08,WEAPONS VIOLATION,41.760572282,-87.673420524
54185,2019-08,BURGLARY,41.760576361,-87.58751035600001
54187,2019-08,THEFT,41.76057693,-87.68435397200001
54188,2019-08,BATTERY,41.76057736,-87.587664286
54233,2019-08,CRIMINAL DAMAGE,41.760608928,-87.64185485700001
54234,2019-08,CRIMINAL DAMAGE,41.760608928,-87.64185485700001
54236,2019-08,NARCOTICS,41.760610638,-87.56317262700001
54241,2019-08,BATTERY,41.760616451,-87.710838831
54244,2019-08,NARCOTICS,41.760617047,-87.71094878299999
54245,2019-08,DECEPTIVE PRACTICE,41.760617047,-87.71094878299999
54246,2019-08,NARCOTICS,41.760620094000004,-87.582847636
54284,2019-08,THEFT,41.760646415,-87.708774992
54307,2019-08,BATTERY,41.760661848000005,-87.647938638
54317,2019-08,OFFENSE INVOLVING CHILDREN,41.760681057,-87.647938433
54341,2019-08,THEFT,41.760700721,-87.57589735100001
54346,2019-08,BATTERY,41.760704042,-87.673426505
54361,2019-08,OTHER OFFENSE,41.760717821,-87.643077889
54362,2019-08,THEFT,41.760717821,-87.643077889
54367,2019-08,ASSAULT,41.760723915,-87.634552398
54374,2019-08,BATTERY,41.760737946,-87.64186080200001
54388,2019-08,ASSAULT,41.760756239,-87.643077478
54390,2019-08,ASSAULT,41.760756239,-87.643077478
54405,2019-08,BURGLARY,41.760773578,-87.645511035
54459,2019-08,NARCOTICS,41.760829446,-87.644300896
54462,2019-08,NARCOTICS,41.760829836,-87.56435022299999
54463,2019-08,NARCOTICS,41.760829836,-87.56435022299999
54474,2019-08,BATTERY,41.760838838000005,-87.630896868
54485,2019-08,BATTERY,41.760847976,-87.66367904299999
54491,2019-08,ASSAULT,41.760848923000005,-87.62806349700001
54503,2019-08,BATTERY,41.760866813,-87.63008653600001
54505,2019-08,ASSAULT,41.760866899999996,-87.645513704
54520,2019-08,ASSAULT,41.760892176,-87.633341029
54523,2019-08,CRIMINAL DAMAGE,41.760892176,-87.633341029
54550,2019-08,BATTERY,41.760905787,-87.56176163100001
54559,2019-08,BURGLARY,41.760931145,-87.654005486
54564,2019-08,THEFT,41.760932161,-87.630899515
54576,2019-08,MOTOR VEHICLE THEFT,41.760948626,-87.630899336
54586,2019-08,BATTERY,41.760967834,-87.630899126
54597,2019-08,WEAPONS VIOLATION,41.760984651,-87.6345569
54599,2019-08,ASSAULT,41.760986379,-87.62320182100001
54600,2019-08,ASSAULT,41.760986379,-87.62320182100001
54603,2019-08,BATTERY,41.760987043,-87.63089891700001
54609,2019-08,SEX OFFENSE,41.760996696999996,-87.64794607
54633,2019-08,BATTERY,41.761023091,-87.63456014799999
54634,2019-08,HOMICIDE,41.761023091,-87.63456014799999
54638,2019-08,THEFT,41.761033359,-87.646732468
54648,2019-08,BURGLARY,41.761040381,-87.63334308399999
54666,2019-08,CRIMINAL DAMAGE,41.761058677,-87.62647046299999
54670,2019-08,ROBBERY,41.761072795,-87.64186820299999
54689,2019-08,ASSAULT,41.761089218,-87.64551866
54690,2019-08,OTHER OFFENSE,41.761089218,-87.64551866
54695,2019-08,ROBBERY,41.761092004,-87.641867997
54707,2019-08,OTHER OFFENSE,41.761109411999996,-87.644308897
54740,2019-08,THEFT,41.761135248,-87.630900966
54741,2019-08,ASSAULT,41.761135248,-87.630900966
54743,2019-08,BATTERY,41.761135248,-87.630900966
54744,2019-08,ASSAULT,41.761135248,-87.630900966
54769,2019-08,BATTERY,41.761162709000004,-87.61273545600001
54770,2019-08,NARCOTICS,41.761162709000004,-87.61273545600001
54771,2019-08,WEAPONS VIOLATION,41.761164892,-87.674349104
54772,2019-08,WEAPONS VIOLATION,41.761171295,-87.634562206
54783,2019-08,NARCOTICS,41.76118776,-87.634562027
54799,2019-08,THEFT,41.761211971,-87.669180544
54800,2019-08,BATTERY,41.761211971,-87.669180544
54828,2019-08,THEFT,41.761240207,-87.611528705
54836,2019-08,BATTERY,41.761252648,-87.665309561
54857,2019-08,BATTERY,41.761273685999996,-87.560969185
54867,2019-08,WEAPONS VIOLATION,41.761286348,-87.662615211
54880,2019-08,BATTERY,41.761287574,-87.619991359
54883,2019-08,MOTOR VEHICLE THEFT,41.761288330999996,-87.613950931
54890,2019-08,ASSAULT,41.761302684,-87.63090647
54907,2019-08,WEAPONS VIOLATION,41.761318335,-87.629876348
54925,2019-08,BATTERY,41.761332158,-87.659656829
54952,2019-08,WEAPONS VIOLATION,41.761364334,-87.657658897
54971,2019-08,THEFT,41.761388108,-87.621599317
54982,2019-08,THEFT,41.761395611,-87.655514361
55013,2019-08,CRIMINAL DAMAGE,41.76141144,-87.654476911
55021,2019-08,BATTERY,41.76143238,-87.590868863
55033,2019-08,WEAPONS VIOLATION,41.761455071,-87.596953017
55037,2019-08,BURGLARY,41.761455071,-87.596953017
55049,2019-08,CRIMINAL TRESPASS,41.761470034,-87.593302195
55050,2019-08,BATTERY,41.761470034,-87.593302195
55064,2019-08,NARCOTICS,41.76148143,-87.621601951
55065,2019-08,OTHER OFFENSE,41.761484638,-87.55806373
55086,2019-08,THEFT,41.761487286,-87.590871895
55095,2019-08,THEFT,41.761508888,-87.606698473
55113,2019-08,OTHER OFFENSE,41.761529376,-87.615194446
55134,2019-08,ASSAULT,41.761540011,-87.610326786
55139,2019-08,WEAPONS VIOLATION,41.761544231,-87.581902212
55180,2019-08,THEFT,41.761572021,-87.643655186
55186,2019-08,ASSAULT,41.761576387,-87.64346820799999
55190,2019-08,MOTOR VEHICLE THEFT,41.761582199,-87.71741242700001
55203,2019-08,ASSAULT,41.761594665,-87.57704141299999
55205,2019-08,OTHER OFFENSE,41.761594665,-87.57704141299999
55207,2019-08,BURGLARY,41.761594979,-87.577089059
55213,2019-08,CRIMINAL DAMAGE,41.761596782,-87.57694609
55257,2019-08,THEFT,41.76165654,-87.70029094899999
55264,2019-08,DECEPTIVE PRACTICE,41.761660944,-87.69661824299999
55276,2019-08,MOTOR VEHICLE THEFT,41.761678034,-87.558255664
55288,2019-08,OTHER OFFENSE,41.761702259,-87.57007237100001
55290,2019-08,THEFT,41.761706086,-87.60317387
55292,2019-08,ASSAULT,41.761706086,-87.60317387
55295,2019-08,THEFT,41.761712349,-87.590876631
55297,2019-08,BURGLARY,41.761714286,-87.675879257
55301,2019-08,DECEPTIVE PRACTICE,41.761719184,-87.56643250399999
55317,2019-08,THEFT,41.761727593,-87.56481599600001
55324,2019-08,BATTERY,41.761727593,-87.56481599600001
55326,2019-08,BATTERY,41.761727593,-87.56481599600001
55331,2019-08,BATTERY,41.761727593,-87.56481599600001
55339,2019-08,BATTERY,41.761730652,-87.700293886
