,Date (Year/Month), PRIMARY DESCRIPTION,LATITUDE,LONGITUDE
115280,2019-08,CRIMINAL DAMAGE,41.845767251999995,-87.70751472799999
115292,2019-08,ASSAULT,41.845785946,-87.729461932
115313,2019-08,WEAPONS VIOLATION,41.845841343000004,-87.70751400600001
115326,2019-08,BATTERY,41.845856671,-87.70629904200001
115348,2019-08,THEFT,41.845910648,-87.70262470700001
115349,2019-08,THEFT,41.845912162,-87.701402537
115351,2019-08,CRIMINAL DAMAGE,41.845955877,-87.733611265
115358,2019-08,THEFT,41.845968863,-87.685473571
115372,2019-08,MOTOR VEHICLE THEFT,41.845976393,-87.641589655
115374,2019-08,CRIMINAL DAMAGE,41.845979095,-87.731753956
115377,2019-08,WEAPONS VIOLATION,41.845983257,-87.73150067700001
115383,2019-08,MOTOR VEHICLE THEFT,41.846023877,-87.728784388
115387,2019-08,THEFT,41.846032786,-87.72839159899999
115413,2019-08,MOTOR VEHICLE THEFT,41.846047463000005,-87.727011485
115419,2019-08,NARCOTICS,41.846051381,-87.72671416600001
115438,2019-08,NARCOTICS,41.846111441,-87.723028767
115444,2019-08,DECEPTIVE PRACTICE,41.846141487,-87.70018913
115447,2019-08,THEFT,41.84614874,-87.63199770799999
115458,2019-08,WEAPONS VIOLATION,41.846197068,-87.71645470600001
115467,2019-08,PUBLIC PEACE VIOLATION,41.846231796,-87.713220964
115470,2019-08,BURGLARY,41.846237041,-87.675682564
115475,2019-08,DECEPTIVE PRACTICE,41.846245861999996,-87.628139319
115493,2019-08,THEFT,41.846270698000005,-87.70925681700001
115509,2019-08,CRIMINAL DAMAGE,41.846348993,-87.651583151
115516,2019-08,BATTERY,41.846359121999996,-87.70333598399999
115527,2019-08,BATTERY,41.846389009,-87.700784927
115557,2019-08,DECEPTIVE PRACTICE,41.846438558,-87.696343536
115564,2019-08,NARCOTICS,41.846442376999995,-87.696042544
115577,2019-08,CRIMINAL DAMAGE,41.846468431999995,-87.69381816399999
115597,2019-08,ASSAULT,41.846503514,-87.691252365
115600,2019-08,BATTERY,41.846505704,-87.691153249
115604,2019-08,MOTOR VEHICLE THEFT,41.846563408,-87.723387819
115616,2019-08,BURGLARY,41.846599399,-87.661009167
115636,2019-08,THEFT,41.846664648,-87.61731871799999
115642,2019-08,MOTOR VEHICLE THEFT,41.846720854000004,-87.61841180399999
115665,2019-08,INTERFERENCE WITH PUBLIC OFFICER,41.846801978,-87.623527134
115687,2019-08,BATTERY,41.846801978,-87.623527134
115688,2019-08,DECEPTIVE PRACTICE,41.846801978,-87.623527134
115702,2019-08,OTHER OFFENSE,41.846801978,-87.623527134
115705,2019-08,ASSAULT,41.846801978,-87.623527134
115708,2019-08,THEFT,41.846801978,-87.623527134
115711,2019-08,THEFT,41.846820191999996,-87.647298713
115716,2019-08,BATTERY,41.846820191999996,-87.647298713
115748,2019-08,MOTOR VEHICLE THEFT,41.84691862,-87.6904004
115764,2019-08,CRIMINAL DAMAGE,41.846957764,-87.72738092
115772,2019-08,BATTERY,41.846982321999995,-87.682222562
115773,2019-08,CRIMINAL DAMAGE,41.846982321999995,-87.682222562
115774,2019-08,LIQUOR LAW VIOLATION,41.846984854,-87.72523726700001
115781,2019-08,BATTERY,41.846991348,-87.719750256
115782,2019-08,BATTERY,41.846991348,-87.719750256
115825,2019-08,ASSAULT,41.847132946,-87.70633429200001
115845,2019-08,NARCOTICS,41.84716441,-87.713648713
115895,2019-08,CRIMINAL TRESPASS,41.847251351,-87.722192135
115908,2019-08,BATTERY,41.847281168,-87.706340185
115915,2019-08,ASSAULT,41.847289047,-87.724639811
115936,2019-08,CRIMINAL DAMAGE,41.847313139,-87.711210252
115944,2019-08,NARCOTICS,41.847335707,-87.69531431600001
115954,2019-08,THEFT,41.847351577,-87.71121355
115976,2019-08,THEFT,41.847366846,-87.701443274
115984,2019-08,CRIMINAL DAMAGE,41.847374488,-87.706342944
116003,2019-08,BATTERY,41.847387304,-87.702668927
116007,2019-08,BURGLARY,41.847403682,-87.717316627
116008,2019-08,PUBLIC PEACE VIOLATION,41.847406459,-87.711213019
116014,2019-08,OTHER OFFENSE,41.847419081,-87.709998052
116049,2019-08,BATTERY,41.847472833000005,-87.708779015
116050,2019-08,ASSAULT,41.847473975999996,-87.716097437
116061,2019-08,THEFT,41.847488856999995,-87.632148231
116065,2019-08,OTHER OFFENSE,41.847496508,-87.713656519
116066,2019-08,BATTERY,41.847496508,-87.713656519
116086,2019-08,THEFT,41.847524285,-87.705130306
116092,2019-08,OTHER OFFENSE,41.847534945,-87.713659818
116097,2019-08,BATTERY,41.847544277,-87.714881915
116103,2019-08,THEFT,41.847548095,-87.71000414
116109,2019-08,ASSAULT,41.847565598,-87.64574925299999
116151,2019-08,BURGLARY,41.847619911,-87.707566407
116153,2019-08,BATTERY,41.847621055,-87.70878491399999
116158,2019-08,BATTERY,41.847630062,-87.703899742
116164,2019-08,MOTOR VEHICLE THEFT,41.847642841,-87.70023305
116167,2019-08,BATTERY,41.847649271,-87.703899554
116173,2019-08,WEAPONS VIOLATION,41.84766454,-87.702680885
116178,2019-08,LIQUOR LAW VIOLATION,41.847670913,-87.706351061
116190,2019-08,OTHER OFFENSE,41.847688972,-87.705136035
116191,2019-08,DECEPTIVE PRACTICE,41.847688972,-87.705136035
116206,2019-08,CRIMINAL DAMAGE,41.847752625,-87.700235638
116227,2019-08,THEFT,41.847872114,-87.72695755299999
116267,2019-08,ASSAULT,41.848012175,-87.716668495
116269,2019-08,BURGLARY,41.848017977,-87.67327498700001
116270,2019-08,BURGLARY,41.848017977,-87.67327498700001
116282,2019-08,HOMICIDE,41.848054645,-87.711819672
116299,2019-08,CRIMINAL DAMAGE,41.848101824000004,-87.67929702299999
116302,2019-08,THEFT,41.848105118,-87.69896592200001
116303,2019-08,THEFT,41.848107399,-87.707888309
116324,2019-08,CRIMINAL DAMAGE,41.848172835,-87.68553208
116327,2019-08,CRIMINAL DAMAGE,41.848181157,-87.690431801
116331,2019-08,CRIMINAL DAMAGE,41.848181849,-87.70193441
116333,2019-08,PUBLIC PEACE VIOLATION,41.848197764,-87.700836844
116350,2019-08,ASSAULT,41.848288886,-87.693506411
116358,2019-08,MOTOR VEHICLE THEFT,41.848320195999996,-87.69124888
116368,2019-08,THEFT,41.848388249,-87.68626029200001
116377,2019-08,ASSAULT,41.84842216,-87.684002728
116384,2019-08,MOTOR VEHICLE THEFT,41.848432508,-87.72343613
116391,2019-08,BATTERY,41.848458251,-87.681653383
116396,2019-08,WEAPONS VIOLATION,41.84845848,-87.681693754
116400,2019-08,NARCOTICS,41.848474761999995,-87.724676285
116420,2019-08,MOTOR VEHICLE THEFT,41.848662889,-87.64202317
116425,2019-08,BATTERY,41.848695325,-87.699000464
116433,2019-08,BATTERY,41.848731797,-87.73441849700001
116434,2019-08,CRIMINAL DAMAGE,41.848744371,-87.629234989
116436,2019-08,LIQUOR LAW VIOLATION,41.848760808,-87.631921464
116439,2019-08,ROBBERY,41.84876345,-87.640040128
116459,2019-08,BURGLARY,41.848852556,-87.62540568
116463,2019-08,BATTERY,41.848864524,-87.69536152
116467,2019-08,NARCOTICS,41.848873261,-87.71247974399999
116492,2019-08,CRIM SEXUAL ASSAULT,41.848916578,-87.70882736700001
116508,2019-08,BATTERY,41.848952286999996,-87.71491973799999
116509,2019-08,ASSAULT,41.848953793,-87.732261952
116519,2019-08,BATTERY,41.848966396,-87.706386125
116526,2019-08,ASSAULT,41.848976489,-87.70271571299999
116539,2019-08,NARCOTICS,41.848992974,-87.70271922200001
116543,2019-08,OTHER OFFENSE,41.848995642,-87.711260016
116545,2019-08,BATTERY,41.849000602,-87.71370072799999
116549,2019-08,OTHER OFFENSE,41.849009861999996,-87.683108569
116554,2019-08,WEAPONS VIOLATION,41.849016447,-87.699008303
116586,2019-08,MOTOR VEHICLE THEFT,41.849050544,-87.711263155
116587,2019-08,CRIMINAL DAMAGE,41.8490506,-87.702718656
116629,2019-08,CRIMINAL DAMAGE,41.849100268,-87.700273735
116643,2019-08,OTHER OFFENSE,41.849119093,-87.717362565
116644,2019-08,BATTERY,41.849119497,-87.700277216
116653,2019-08,ROBBERY,41.8491331,-87.633569039
116654,2019-08,ASSAULT,41.8491331,-87.633569039
116669,2019-08,OTHER OFFENSE,41.849150292,-87.70639167
116673,2019-08,OTHER OFFENSE,41.849158949,-87.696492724
116678,2019-08,NARCOTICS,41.849159176,-87.701502712
116682,2019-08,NARCOTICS,41.849165111,-87.732263644
116694,2019-08,BATTERY,41.849173995,-87.71736570899999
116719,2019-08,CRIMINAL DAMAGE,41.84919315,-87.69375799299999
116723,2019-08,CRIMINAL DAMAGE,41.84919487,-87.70150603100001
116725,2019-08,MOTOR VEHICLE THEFT,41.849196078,-87.702724568
116735,2019-08,BATTERY,41.849217503,-87.69172806
116749,2019-08,ASSAULT,41.849219981,-87.691680321
116750,2019-08,CRIMINAL DAMAGE,41.849219981,-87.691680321
116754,2019-08,MOTOR VEHICLE THEFT,41.8492235,-87.691327935
116759,2019-08,NARCOTICS,41.84922788,-87.691129694
116760,2019-08,THEFT,41.849228896999996,-87.717368853
116770,2019-08,THEFT,41.84927019,-87.70272751
116771,2019-08,BATTERY,41.84927176,-87.71005347299999
116772,2019-08,BATTERY,41.84927176,-87.71005347299999
116793,2019-08,BATTERY,41.849307399000004,-87.70150859399999
116795,2019-08,OFFENSE INVOLVING CHILDREN,41.849308607,-87.702727133
116812,2019-08,ROBBERY,41.849330375,-87.683978862
116824,2019-08,BATTERY,41.849353397,-87.70639702700001
116833,2019-08,BATTERY,41.849369986,-87.66599383
116843,2019-08,MOTOR VEHICLE THEFT,41.849386698,-87.703955928
116851,2019-08,BURGLARY,41.849406811,-87.71371148899999
116874,2019-08,THEFT,41.84946835,-87.695377542
116893,2019-08,BATTERY,41.849564124000004,-87.70028751299999
116894,2019-08,OTHER OFFENSE,41.849564124000004,-87.70028751299999
116895,2019-08,WEAPONS VIOLATION,41.849565391,-87.699024902
116907,2019-08,BURGLARY,41.849657735,-87.69538300100001
116935,2019-08,PUBLIC PEACE VIOLATION,41.849867497,-87.713138137
116969,2019-08,CRIMINAL DAMAGE,41.849906969,-87.678232581
116970,2019-08,OTHER OFFENSE,41.849906969,-87.678232581
116972,2019-08,OTHER OFFENSE,41.849906969,-87.678232581
116973,2019-08,BATTERY,41.849906969,-87.678232581
116974,2019-08,CRIMINAL TRESPASS,41.849906969,-87.678232581
116975,2019-08,OTHER OFFENSE,41.849906969,-87.678232581
116989,2019-08,MOTOR VEHICLE THEFT,41.84992938,-87.70684285799999
116998,2019-08,BATTERY,41.849954132,-87.685580175
117002,2019-08,CRIMINAL DAMAGE,41.849954132,-87.685580175
117004,2019-08,BATTERY,41.849963214,-87.70449716200001
117017,2019-08,PUBLIC PEACE VIOLATION,41.850025927,-87.69943143399999
117025,2019-08,THEFT,41.850052157,-87.633074534
117058,2019-08,ASSAULT,41.850134482,-87.675785789
117060,2019-08,NARCOTICS,41.850136796,-87.691230714
117067,2019-08,CRIMINAL DAMAGE,41.850167112,-87.67334098299999
117068,2019-08,NARCOTICS,41.850169857,-87.688804262
117071,2019-08,BATTERY,41.850173696999995,-87.68851059299999
117107,2019-08,BATTERY,41.850276715999996,-87.68148077
117121,2019-08,DECEPTIVE PRACTICE,41.850331531,-87.677611624
117125,2019-08,OFFENSE INVOLVING CHILDREN,41.850346105999996,-87.676800319
117127,2019-08,NARCOTICS,41.850350802,-87.719839275
117133,2019-08,BATTERY,41.850374902,-87.675118986
117141,2019-08,THEFT,41.850394236,-87.67370568700001
117150,2019-08,BATTERY,41.850439926,-87.724727393
117156,2019-08,BATTERY,41.850439926,-87.724727393
117157,2019-08,OTHER OFFENSE,41.850439926,-87.724727393
117160,2019-08,OTHER OFFENSE,41.850439926,-87.724727393
117165,2019-08,ASSAULT,41.850459125,-87.714963951
117169,2019-08,BATTERY,41.850490775,-87.732298949
117171,2019-08,THEFT,41.850492700000004,-87.631964941
117191,2019-08,HOMICIDE,41.850570565,-87.73338831299999
117198,2019-08,THEFT,41.85058958,-87.719844334
117208,2019-08,BATTERY,41.850610674,-87.627034305
117224,2019-08,THEFT,41.850654071,-87.695413476
117227,2019-08,MOTOR VEHICLE THEFT,41.850656285,-87.62374879299999
117229,2019-08,DECEPTIVE PRACTICE,41.850656285,-87.62374879299999
117239,2019-08,DECEPTIVE PRACTICE,41.850657231,-87.61288072299999
117248,2019-08,CRIMINAL DAMAGE,41.850668291999995,-87.71253212399999
117262,2019-08,CRIMINAL TRESPASS,41.850679839,-87.62223265600001
117267,2019-08,MOTOR VEHICLE THEFT,41.850685646,-87.732304466
117270,2019-08,CRIMINAL DAMAGE,41.850691851,-87.735596768
117278,2019-08,CRIMINAL DAMAGE,41.850703967,-87.722254702
117286,2019-08,CRIMINAL DAMAGE,41.850707148000005,-87.671808541
117291,2019-08,BATTERY,41.850721522,-87.713750187
117309,2019-08,BATTERY,41.850759574,-87.731224671
117329,2019-08,MOTOR VEHICLE THEFT,41.850793209,-87.705223116
117349,2019-08,THEFT,41.85081924,-87.72225727600001
117360,2019-08,CRIMINAL DAMAGE,41.850830503000005,-87.729575987
117378,2019-08,NARCOTICS,41.850866881,-87.707659555
117381,2019-08,NARCOTICS,41.850871665,-87.72957559999999
117405,2019-08,BATTERY,41.850902575,-87.707662878
117427,2019-08,THEFT,41.850931887,-87.635135055
117437,2019-08,THEFT,41.850941431,-87.70522900700001
117445,2019-08,NARCOTICS,41.850956751999995,-87.72957847
117449,2019-08,NARCOTICS,41.850956751999995,-87.72957847
117457,2019-08,MOTOR VEHICLE THEFT,41.85096047,-87.69721995100001
117458,2019-08,ASSAULT,41.85096064,-87.705228819
117466,2019-08,DECEPTIVE PRACTICE,41.850962854,-87.633009545
117468,2019-08,OTHER OFFENSE,41.850967096,-87.69692992200001
117474,2019-08,WEAPONS VIOLATION,41.850970957,-87.69663625
117494,2019-08,MOTOR VEHICLE THEFT,41.850992606999995,-87.701550738
117496,2019-08,BURGLARY,41.851003152,-87.694033597
117506,2019-08,CRIM SEXUAL ASSAULT,41.851007374,-87.693805988
117512,2019-08,THEFT,41.851011444,-87.72797764799999
117523,2019-08,WEAPONS VIOLATION,41.851019455,-87.706450497
117603,2019-08,BURGLARY,41.851065144,-87.711320715
117609,2019-08,ASSAULT,41.851074338000004,-87.706449961
117611,2019-08,THEFT,41.851093546,-87.70644977299999
117622,2019-08,BATTERY,41.851093546,-87.70644977299999
117627,2019-08,OTHER OFFENSE,41.851097098000004,-87.624918458
117643,2019-08,PUBLIC PEACE VIOLATION,41.851121693,-87.71010892299999
117654,2019-08,PUBLIC PEACE VIOLATION,41.851158797,-87.70033418700001
117663,2019-08,MOTOR VEHICLE THEFT,41.851179268,-87.70155991200001
117689,2019-08,THEFT,41.851226991,-87.717419422
117692,2019-08,CRIMINAL TRESPASS,41.851247805999996,-87.67707739299999
117703,2019-08,OFFENSE INVOLVING CHILDREN,41.851290301,-87.702788419
117706,2019-08,BATTERY,41.851293516,-87.714988948
117709,2019-08,THEFT,41.851309744,-87.70033637
117718,2019-08,DECEPTIVE PRACTICE,41.851333654,-87.724039888
117728,2019-08,BATTERY,41.851365752,-87.737480777
117753,2019-08,THEFT,41.851393305,-87.723903515
117758,2019-08,BATTERY,41.851393305,-87.723903515
117764,2019-08,CRIMINAL TRESPASS,41.851393305,-87.723903515
117777,2019-08,BATTERY,41.851393305,-87.723903515
117797,2019-08,BATTERY,41.851403737,-87.73423207299999
117798,2019-08,ROBBERY,41.851406044,-87.714991535
117811,2019-08,BATTERY,41.851408839,-87.685624225
117815,2019-08,CRIMINAL TRESPASS,41.851409748,-87.733806244
117827,2019-08,NARCOTICS,41.85142376,-87.73281142
117829,2019-08,NARCOTICS,41.851425852,-87.732686605
117830,2019-08,THEFT,41.85143016,-87.633588049
117838,2019-08,CRIMINAL DAMAGE,41.851430749,-87.724754706
117842,2019-08,BATTERY,41.85143391,-87.73212862
117846,2019-08,NARCOTICS,41.85143391,-87.73212862
117848,2019-08,THEFT,41.85143391,-87.73212862
117851,2019-08,NARCOTICS,41.851434255,-87.732194685
117855,2019-08,NARCOTICS,41.851436512,-87.646460241
117861,2019-08,ASSAULT,41.85144072,-87.73185694200001
117865,2019-08,NARCOTICS,41.851446953,-87.731475157
117872,2019-08,BATTERY,41.851459819,-87.730788661
117873,2019-08,BATTERY,41.851460971,-87.67166129700001
117948,2019-08,ASSAULT,41.851505828,-87.72753620200001
117954,2019-08,BURGLARY,41.851517055,-87.68195267700001
117960,2019-08,ASSAULT,41.851528338,-87.72608248700001
117964,2019-08,THEFT,41.85153173,-87.725686045
117966,2019-08,BURGLARY,41.851532118,-87.725759451
117972,2019-08,ROBBERY,41.851538253,-87.725362983
118006,2019-08,WEAPONS VIOLATION,41.851589644,-87.721603942
118007,2019-08,THEFT,41.851591469,-87.721431412
118021,2019-08,NARCOTICS,41.851629601,-87.717782606
118027,2019-08,NARCOTICS,41.851636723,-87.692984876
118048,2019-08,WEAPONS VIOLATION,41.851644977,-87.716556523
118054,2019-08,BATTERY,41.851654773,-87.715826006
118089,2019-08,OTHER OFFENSE,41.851684365,-87.63477450799999
118103,2019-08,WEAPONS VIOLATION,41.851689858,-87.712661724
118119,2019-08,MOTOR VEHICLE THEFT,41.851725476,-87.70860184
118126,2019-08,BATTERY,41.851731811,-87.70825308299999
118159,2019-08,CRIMINAL DAMAGE,41.851761264000004,-87.705602716
118166,2019-08,THEFT,41.851761264000004,-87.705602716
118204,2019-08,NARCOTICS,41.851790369,-87.70340014700001
118211,2019-08,BATTERY,41.85179277,-87.703337725
118219,2019-08,NARCOTICS,41.851794306,-87.70311748200001
118221,2019-08,NARCOTICS,41.851794306,-87.70311748200001
118263,2019-08,OFFENSE INVOLVING CHILDREN,41.851826431,-87.700973609
118269,2019-08,BATTERY,41.851830706,-87.700753338
118271,2019-08,THEFT,41.851830706,-87.700753338
118296,2019-08,NARCOTICS,41.851873994,-87.697658698
118298,2019-08,THEFT,41.851875499,-87.697434784
118315,2019-08,ASSAULT,41.851888466,-87.696803334
118335,2019-08,CRIMINAL DAMAGE,41.851910602,-87.67828921700001
118364,2019-08,BATTERY,41.851929603,-87.69334166200001
118374,2019-08,CRIMINAL TRESPASS,41.851949553000004,-87.618995915
118407,2019-08,NARCOTICS,41.851951229,-87.691807185
118411,2019-08,BATTERY,41.851951639,-87.691880591
118413,2019-08,NARCOTICS,41.851953132,-87.69165667600001
118414,2019-08,NARCOTICS,41.851953132,-87.69165667600001
118423,2019-08,OTHER OFFENSE,41.851961298,-87.691153739
118442,2019-08,THEFT,41.851986737,-87.689325583
118449,2019-08,CRIMINAL DAMAGE,41.851986902,-87.68935494600001
118482,2019-08,MOTOR VEHICLE THEFT,41.851988885,-87.689219118
118500,2019-08,THEFT,41.85199252,-87.68888873799999
118540,2019-08,THEFT,41.85199252,-87.68888873799999
118543,2019-08,THEFT,41.85199252,-87.68888873799999
118565,2019-08,MOTOR VEHICLE THEFT,41.851994976,-87.688837326
118630,2019-08,THEFT,41.85204352,-87.684300117
118636,2019-08,BATTERY,41.852045559000004,-87.6841753
118671,2019-08,ASSAULT,41.852089838000005,-87.68133389399999
118675,2019-08,ROBBERY,41.852093720999996,-87.68105122700001
118676,2019-08,THEFT,41.852093720999996,-87.68105122700001
118709,2019-08,OFFENSE INVOLVING CHILDREN,41.852142204,-87.62707251299999
118711,2019-08,CRIMINAL DAMAGE,41.852149599,-87.633660958
118713,2019-08,BATTERY,41.852153521999995,-87.633403981
118726,2019-08,THEFT,41.852161388,-87.63289369700001
118728,2019-08,OFFENSE INVOLVING CHILDREN,41.852161818,-87.676627591
118742,2019-08,BATTERY,41.852191819,-87.674678252
118756,2019-08,THEFT,41.852198325,-87.674377204
118761,2019-08,THEFT,41.852198325,-87.674377204
118777,2019-08,THEFT,41.852233351,-87.671877237
118779,2019-08,CRIMINAL DAMAGE,41.852233351,-87.671877237
118783,2019-08,CRIMINAL DAMAGE,41.852235525,-87.67177811100001
118792,2019-08,ASSAULT,41.852239702,-87.67155049700001
118793,2019-08,ROBBERY,41.852247782,-87.727206197
118795,2019-08,BATTERY,41.852248185,-87.623786256
118799,2019-08,ROBBERY,41.852258468,-87.707704722
118802,2019-08,THEFT,41.852259501,-87.67022524299999
118811,2019-08,MOTOR VEHICLE THEFT,41.852264776,-87.721612191
118817,2019-08,OTHER OFFENSE,41.852276837,-87.668951401
118823,2019-08,BATTERY,41.85228388,-87.623789532
118838,2019-08,OTHER OFFENSE,41.852292789,-87.635997504
118849,2019-08,OTHER OFFENSE,41.852311753,-87.635956922
118859,2019-08,THEFT,41.852336791,-87.646487314
118869,2019-08,THEFT,41.85235505,-87.66493139100001
118904,2019-08,NARCOTICS,41.852385211,-87.66116514
118916,2019-08,THEFT,41.852395177,-87.62226137299999
118918,2019-08,OTHER OFFENSE,41.852395177,-87.62226137299999
118921,2019-08,MOTOR VEHICLE THEFT,41.852406242,-87.711164572
118926,2019-08,THEFT,41.852419423,-87.627080475
118929,2019-08,THEFT,41.852419423,-87.627080475
118945,2019-08,THEFT,41.852426595,-87.623791625
118982,2019-08,BATTERY,41.852472121,-87.711167604
119011,2019-08,THEFT,41.852502895,-87.730837599
119017,2019-08,BATTERY,41.852505916999995,-87.70527609999999
119024,2019-08,BATTERY,41.852508778,-87.73038974100001
119035,2019-08,ROBBERY,41.852523933,-87.7136447
119036,2019-08,BATTERY,41.852524171,-87.699109455
119037,2019-08,BATTERY,41.852524171,-87.699109455
119038,2019-08,BATTERY,41.852524171,-87.699109455
119039,2019-08,BURGLARY,41.85252466,-87.723522054
119052,2019-08,BATTERY,41.852534909,-87.713644594
119058,2019-08,BATTERY,41.85253658,-87.728370695
119077,2019-08,THEFT,41.852560100000005,-87.652188902
119101,2019-08,MOTOR VEHICLE THEFT,41.85257183,-87.725690883
119106,2019-08,THEFT,41.852573914000004,-87.725566066
119131,2019-08,BATTERY,41.852599058,-87.635366519
119135,2019-08,BATTERY,41.85259998,-87.72065833200001
119144,2019-08,THEFT,41.852624776,-87.619017766
119145,2019-08,DECEPTIVE PRACTICE,41.852624776,-87.619017766
119150,2019-08,BATTERY,41.852636460999996,-87.713647285
119170,2019-08,THEFT,41.852676093,-87.705281776
119171,2019-08,NARCOTICS,41.852676093,-87.705281776
119174,2019-08,LIQUOR LAW VIOLATION,41.85268013,-87.63200711299999
119176,2019-08,BATTERY,41.85268013,-87.63200711299999
119180,2019-08,DECEPTIVE PRACTICE,41.85268013,-87.63200711299999
119182,2019-08,LIQUOR LAW VIOLATION,41.85268013,-87.63200711299999
119184,2019-08,ROBBERY,41.852680714,-87.71117292299999
119190,2019-08,MOTOR VEHICLE THEFT,41.852681048,-87.694240791
119199,2019-08,BURGLARY,41.852701418,-87.64231003100001
119202,2019-08,BURGLARY,41.852701418,-87.64231003100001
119207,2019-08,BATTERY,41.852703526,-87.675858581
119238,2019-08,ROBBERY,41.852732872,-87.71117608799999
119256,2019-08,ROBBERY,41.85273593,-87.694240244
119262,2019-08,THEFT,41.852741028000004,-87.71624868
119268,2019-08,THEFT,41.852750046,-87.640815604
119269,2019-08,THEFT,41.852750046,-87.640815604
119270,2019-08,DECEPTIVE PRACTICE,41.852750046,-87.640815604
119313,2019-08,THEFT,41.852826148000005,-87.71015844700001
119335,2019-08,ROBBERY,41.852834852,-87.70772112799999
119342,2019-08,ROBBERY,41.85283728,-87.633025803
119349,2019-08,BATTERY,41.852839152,-87.632882632
119353,2019-08,WEAPONS VIOLATION,41.852839662,-87.62669411700001
119355,2019-08,DECEPTIVE PRACTICE,41.852840666999995,-87.626411475
119361,2019-08,DECEPTIVE PRACTICE,41.852840961,-87.626459189
119363,2019-08,BATTERY,41.852840961,-87.626459189
119371,2019-08,DECEPTIVE PRACTICE,41.852841538,-87.632823878
119380,2019-08,ASSAULT,41.85286004,-87.62465675
119401,2019-08,LIQUOR LAW VIOLATION,41.852861719,-87.624484216
119404,2019-08,BATTERY,41.852862764,-87.691886169
119412,2019-08,ROBBERY,41.852867737,-87.630823153
119418,2019-08,BATTERY,41.852868298000004,-87.63091491
119433,2019-08,DECEPTIVE PRACTICE,41.852868298000004,-87.63091491
119448,2019-08,ASSAULT,41.852868298000004,-87.63091491
119464,2019-08,BATTERY,41.852873532,-87.691357505
119469,2019-08,NARCOTICS,41.852879013,-87.629527333
119473,2019-08,DECEPTIVE PRACTICE,41.852880893000005,-87.63568279100001
119488,2019-08,THEFT,41.852882701,-87.63552860899999
119507,2019-08,DECEPTIVE PRACTICE,41.852882701,-87.63552860899999
119511,2019-08,DECEPTIVE PRACTICE,41.852884011,-87.622762492
119521,2019-08,OTHER OFFENSE,41.852884307,-87.622810205
119531,2019-08,THEFT,41.852884374,-87.63535240600001
119540,2019-08,BATTERY,41.852889466,-87.62187049299999
119587,2019-08,SEX OFFENSE,41.852934738,-87.663629657
119603,2019-08,BATTERY,41.852977641,-87.684004372
119608,2019-08,MOTOR VEHICLE THEFT,41.852984901999996,-87.682378249
119651,2019-08,THEFT,41.853082308000005,-87.67683106700001
119678,2019-08,THEFT,41.853127184,-87.71917406799999
119703,2019-08,BURGLARY,41.853154036999996,-87.702858207
119711,2019-08,BATTERY,41.853168218,-87.73211605
119713,2019-08,BATTERY,41.853168218,-87.73211605
119719,2019-08,THEFT,41.853182278,-87.706513801
119728,2019-08,ROBBERY,41.853202065,-87.72967481299999
119765,2019-08,CRIMINAL DAMAGE,41.853383663,-87.732906874
119769,2019-08,BATTERY,41.853383663,-87.732906874
119771,2019-08,BURGLARY,41.853383663,-87.732906874
119778,2019-08,NARCOTICS,41.853416093,-87.730715242
119794,2019-08,DECEPTIVE PRACTICE,41.853449775,-87.72824830200001
119815,2019-08,THEFT,41.853479315,-87.717797906
119835,2019-08,WEAPONS VIOLATION,41.853518979,-87.678331535
119852,2019-08,THEFT,41.853554881,-87.709424599
119856,2019-08,BURGLARY,41.853555589,-87.71157922
119865,2019-08,CRIMINAL DAMAGE,41.853582826,-87.63332966899999
119881,2019-08,BATTERY,41.853619215,-87.64892920700001
119883,2019-08,THEFT,41.853622744,-87.625514585
119885,2019-08,BATTERY,41.853622744,-87.625514585
119891,2019-08,BATTERY,41.853626457,-87.72481097299999
119922,2019-08,BATTERY,41.853642458,-87.63320788899999
119937,2019-08,CRIMINAL TRESPASS,41.853653898000005,-87.724810713
119942,2019-08,THEFT,41.85366954,-87.633148865
119946,2019-08,BATTERY,41.853670363,-87.72481055700001
119973,2019-08,CRIMINAL DAMAGE,41.853725313000005,-87.69746785
119986,2019-08,THEFT,41.853729521,-87.697236561
119989,2019-08,CRIMINAL DAMAGE,41.853729521,-87.697236561
119993,2019-08,PUBLIC PEACE VIOLATION,41.853730780999996,-87.696968596
119995,2019-08,WEAPONS VIOLATION,41.853730780999996,-87.696968596
119998,2019-08,ASSAULT,41.853731208,-87.697045674
120005,2019-08,THEFT,41.853735008,-87.696740978
120013,2019-08,BATTERY,41.853746464000004,-87.695837901
120025,2019-08,BATTERY,41.85378757,-87.631804145
120029,2019-08,NARCOTICS,41.853788266,-87.63012301100001
120040,2019-08,BATTERY,41.853806388,-87.691814341
120049,2019-08,THEFT,41.853810195,-87.691513315
120052,2019-08,BURGLARY,41.853811955,-87.691337109
120076,2019-08,THEFT,41.853836546,-87.634886901
120098,2019-08,THEFT,41.85384608,-87.715063469
120109,2019-08,THEFT,41.853856172,-87.631803395
120133,2019-08,NARCOTICS,41.853872768,-87.686524355
120142,2019-08,BATTERY,41.853876773,-87.627104819
120147,2019-08,ASSAULT,41.853883604,-87.684553138
120153,2019-08,THEFT,41.853886831,-87.684153011
120165,2019-08,THEFT,41.853904213,-87.627104517
120176,2019-08,WEAPONS VIOLATION,41.853908786,-87.681730198
